token,frequency,alias_of,search_query,lat,lon,place_id,formatted_address,geocode_source,geocode_confidence,verified,note,dup_coord_group,dup_coord_count,dup_coord_flag
ครัวกลางศรีด่าน,1,,ครัวกลางศรีด่าน,13.5498008,100.23763369999999,ChIJNbKxKpbH4jARjj9sQzXAdcE,ตำบล ท่าทราย อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000 ประเทศไทย,places,high,,,,,
Panus Interfoods,1,,Panus Interfoods,13.748407499999999,100.61076419999999,ChIJRaf46mtgHTERsNgU9PVVmbg,1 ซอย รามคำแหง 8 แยก 10 แขวงหัวหมาก บางกะปิ กรุงเทพมหานคร 10240,places,high,,,,,
คุณวรางคณา ส่ง โรงงานสยามรอยัล,1,,คุณวรางคณา ส่ง โรงงานสยามรอยัล,13.3802227,99.97053969999999,ChIJJ1z8cpbV4jARyDnkQjv5Qzc,9XJC+36M ถ. พระรามที่ 2 ตำบล แหลมใหญ่ อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000,places,low,,,,,
แปซิฟิค ไบโอเทค (อยุธยา),1,,อยุธยา แปซิฟิค ไบโอเทค,14.2443186,100.5988323,ChIJLedHAsR34jARIx94mrA7BFE,6HVX+PGG Unnamed Road ตำบล บ้านเลน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160,places,high,,,,,
แม็คโคร สาทร,1,,แม็คโคร สาทร,13.709774399999999,100.5353689,ChIJPfiFiUmf4jAR0x5gZ-kJmCQ,178 ถนน นราธิวาสราชนครินทร์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120,places,high,,,,,
QUALITY BOX AND DISPLAY สุขุมวิท 46,1,,QUALITY BOX AND DISPLAY สุขุมวิท 46,13.730282299999999,100.58539309999999,ChIJk6Qk7b6f4jARGLDxDaUG5qg,"Quality Box and Display Co.,Ltd.(Sales Office) Modern Town 87/48 3rd Floor Soi Ekkamai3, ซ. สุขุมวิท 63 Klong tan nua, เขตวัฒนา กรุงเทพมหานคร 10110",places,high,,,,,
LKB - ICD2,1,,LKB - ICD2,13.7348611,100.7669706,ChIJ_-O7ymhnHTERz7j2vYdXtFo,33/4 ซ. ไอซีดี 7 แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520,places,high,,,D011,5,"same coords, same place_id"
เจเจโอ,1,,เจเจโอ,13.6081189,100.33878419999999,ChIJt7yOf62-4jAReScds_y8-bE,J85Q+6GV ตำบล บางน้ำจืด อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,,,
Suki Teenoi Central Kitchen,1,,Suki Teenoi Central Kitchen,14.0001804,100.6695629,ChIJKSIsfAB_HTERZ1w-eMhfzEY,29 2 Soi Metha (Rongprik ตำบล บึงยี่โถ อำเภอธัญบุรี ปทุมธานี 12130,places,high,,,,,
ศิริเพ็ญ,1,,ศิริเพ็ญ,18.1699383,100.17222369999999,ChIJkcWANh3q2DARhl5g7oUxHiU,214 ซอย เทศบาล 18 ตำบล ทุ่งโฮ้ง อำเภอเมืองแพร่ แพร่ 54000,places,high,,,,,
รพ.สินแพทย์ เทพารักษ์,1,,รพ.สินแพทย์ เทพารักษ์,13.6200908,100.64150029999999,ChIJlfJzTWtfHTERCXsVUgtnJVw,9/99 ถ. เทพารักษ์ ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,places,high,,,,,
ไทยเยอรมัน (เด็กรถ),1,,เด็กรถ ไทยเยอรมัน,13.724292,100.5456992,ChIJdyMCliSf4jAResWb1rmi1TI,18 1 ถ. พระรามที่ 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,places,medium,,,,,
๋JAO,1,,๋JAO,13.6844614,100.6257366,ChIJN6P2gKdfHTER00j9jEsLBuI,1054 ซอย วชิรธรรมสาธิต 38 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,places,medium,,,,,
ห้องเย็นPPM,1,,ห้องเย็นPPM,13.8020452,99.9492494,ChIJuQWVvwTh4jARSZc9q7v0WXk,ซอย บางตาล ตำบล หนองกบ อำเภอบ้านโป่ง ราชบุรี 70110,places,high,,,D299,2,"same coords, same place_id"
เซปกู๊ดมูฟ,1,,เซปกู๊ดมูฟ,13.2570211,100.9297522,ChIJf5G0kUe1AjERWYSThRaYTDY,บางแสนล่าง ซอย 18 ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130,places,medium,,,,,
นาราย,1,,นาราย,13.663930599999999,100.43772249999999,ChIJpVusZ7O84jARtuXlRNbwER4,128 เซ็นทรัล ถนนพระราม2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,places,high,,,,,
ราดหน้าอาหลิว,1,,ราดหน้าอาหลิว,13.7862051,100.4903377,ChIJy6Kqn9ab4jARXQlsua-6G-c,46 ถ. สิรินธร แขวงบางพลัด บางพลัด กรุงเทพมหานคร 10700,places,high,,,D148,4,"same coords, same place_id"
ห้องเย็นบ้านโป่ง,1,,ห้องเย็นบ้านโป่ง,13.8020452,99.9492494,ChIJuQWVvwTh4jARSZc9q7v0WXk,ซอย บางตาล ตำบล หนองกบ อำเภอบ้านโป่ง ราชบุรี 70110,places,high,,,D299,2,"same coords, same place_id"
เอ็นพีพอร์ค,1,,เอ็นพีพอร์ค,13.6528613,100.25223539999999,ChIJX3UqWgDB4jARGxmIONLchtg,438 179 180 ต.ตลาดกระทุ่มแบน อำเภอกระทุ่มแบน สมุทรสาคร 74110,places,high,,,,,
INSTEQ (นาโคก),1,,นาโคก INSTEQ,13.476035000000001,100.10384669999999,ChIJuccfkUrO4jARv02GJG2BOr0,25/552 Soi Mu Ban Nakhok ตำบล นาโคก อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,,,
70.10KM.,1,,70.10KM.,,,,,not_found,none,,,,,
โตโต้,1,,โตโต้,13.6999201,100.2978375,ChIJle9YlvOV4jARlsTBJrXBMCc,79/2 4 ตำบล อ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130,places,high,,,,,
บริษัท แอปสลาเจน จำกัด,1,,บริษัท แอปสลาเจน จำกัด,13.720497,100.53915909999999,ChIJ9e8JOzmf4jARXeaXGAhYPWg,253/9 ซอย สวนพลู 6 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,places,high,,,,,
ไทยอกริฟู้ดส์,1,,ไทยอกริฟู้ดส์,13.5911703,100.77730179999999,ChIJPRKu36VeHTERew-60-LPtMg,155/1 ถ. เทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ 10570,places,high,,,D100,4,"same coords, same place_id"
บริษัท เซ็นท์แดรี่,1,บริษัท เซ็นท์แดรี่ จำกัด,,,,,,,,,,,,
6/68 หมู่ที่ 3 ถนนเลียบคลองห้า,1,,6/68 หมู่ที่ 3 ถนนเลียบคลองห้า,13.9383567,100.7028369,ChIJq6qqqmp3HTERMHm4AOBJUuk,เลขที่ 6/17 หมู่ 3 ถนน เลียบคลอง 5 ฝั่งตะวันตก ตำบล ลาดสวาย อำเภอลำลูกกา ปทุมธานี 12150,places,low,,,,,
ร้านทาซี shabu - yaki,1,,ร้านทาซี shabu - yaki,13.150215399999999,101.00472789999999,ChIJS9Gzhc_JAjERXIr4n5vEYS4,361/13 สุรศักดิ์ อำเภอศรีราชา ชลบุรี 20230,places,medium,,,,,
เบทาโกร อโศก,1,,เบทาโกร อโศก,13.7265284,100.5653239,ChIJt4MDrYef4jARHpByZhJHKhw,303 6 ซ. สุขุมวิท 22 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,places,high,,,,,
เกนกิ sushi เซ็นทรัลเวิลด์,1,,เกนกิ sushi เซ็นทรัลเวิลด์,13.746533699999999,100.53914879999999,ChIJgcoyOQCf4jAR08A3HY41z1M,"CentralWorld, floor5, 999/9 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330",places,high,,,D077,6,"same coords, DIFFERENT place_id"
เจริญรุ่งเรือง ประชาอุทิศ 54,1,,เจริญรุ่งเรือง ประชาอุทิศ 54,13.6686277,100.4524041,ChIJjWzYVwGj4jARTNOFOpdW3H0,15/9 ศูนย์การค้าเดอะไบรท์ ถ. พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150,places,medium,,,D283,2,"same coords, same place_id"
เรือโป๊ะซีฟู้ดส์ ศรีนคริน,1,,เรือโป๊ะซีฟู้ดส์ ศรีนคริน,13.6762192,100.644286,ChIJA6EfD-ZfHTERnFH5h9yCmIE,8 ซอย ศรีนครินทร์ 56 แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,places,high,,,,,
แหลมศอก เจริญราษฏร์ซอย 5,1,,แหลมศอก เจริญราษฏร์ซอย 5,12.0434737,102.58377469999999,ChIJSYVtW147BDERurYXYSxfzcM,2HVM+9GJ 3155 ตำบล อ่าวใหญ่ อำเภอเมืองตราด ตราด 23000,places,high,,,,,
วี อาร์ ฟู้ดส์,1,,วี อาร์ ฟู้ดส์,13.5437269,100.2165679,ChIJ48Uza7XH4jARUj6XzMkAAOU,39/94 หมู่ 2 นิคมอุตสาหกรรมสมุทรสาคร ถ. พระรามที่ 2 ตำบลบางกระเจ้า อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
May AO Foods,1,,May AO Foods,13.515642699999999,100.29581580000001,ChIJGZKv4Tq54jARC4IIjk380DY,102 21 ตำบล บางหญ้าแพรก อำเภอเมือง สมุทรสาคร 74000,places,low,,,,,
โรงแรมนิกโกะ กรุงเทพ,1,,โรงแรมนิกโกะ กรุงเทพ,13.7250911,100.57913359999999,ChIJW2-HJGKf4jARn-KrXk_D13Y,27 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,places,high,,,,,
นิคมสมุทรสาคร,1,,นิคมสมุทรสาคร,13.544018399999999,100.23301950000001,ChIJ-QvHIrDH4jAREar7BQ3KW-k,39/5 หมู่ที่ 2 ตำบลบางกระเจ้า อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
HAVI คลังใหม่,1,,HAVI คลังใหม่,13.5717552,100.7724987,ChIJyfYekL1bHTER-hU14EWQOgA,HQCC+PX5 ซอย 49 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ 10540,places,high,,,D138,2,"same coords, same place_id"
ฟู้ดโนเวชั่น (ร้าน Canton Paradise เซ็นทรัลเวิลด์),1,,ร้าน Canton Paradise เซ็นทรัลเวิลด์ ฟู้ดโนเวชั่น,13.746265699999999,100.53975369999999,ChIJJ9HG1Huf4jARUCU_X1mI3Wg,"ชั้น 7 ห้องเลขที่ A705-A706, 4 4/1-4 ซ. วิภาวดี 2 แยก 4-4 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330",places,medium,,,,,
CSP โรงงานสามควายเผือก (นครปฐม),1,,นครปฐม CSP โรงงานสามควายเผือก,13.844553999999999,100.1113065,ChIJOXKdj1_v4jARjKAkdIuaZXo,19 ม.6 ตำบล สามควายเผือก อำเภอเมืองนครปฐม นครปฐม 73000,places,high,,,D297,2,"same coords, same place_id"
อ.ศิราพล สมุทรสาคร,1,,อ.ศิราพล สมุทรสาคร,13.526067099999999,100.28216239999999,ChIJsSO-NJC54jARj2xarydUV9Y,G7GJ+CVF ตำบล บางหญ้าแพรก อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D233,2,"same coords, same place_id"
SIAM ALTER GROUP,1,,SIAM ALTER GROUP,13.780490799999999,100.61096739999999,ChIJTRPHYACd4jARsGZaa3jazyA,60/2 ซ. ลาดพร้าว 94 แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,places,high,,,,,
NP food เอาท์เลท,1,,NP food เอาท์เลท,13.5046381,100.1379455,ChIJ-ebB6InP4jARJjz8AH-E8mE,89 86 ตำบล กาหลง อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,,,
Mainfreight KM.19 Warehouse,1,,Mainfreight KM.19 Warehouse,13.585383,100.76155580000001,ChIJSbpygQVbHTER3zARAyTSMjU,"Km.19 Warehouse, BFTZ3 Logistics Park, 998/127, หมู่ 9 Bang Pla Sub District, อำเภอบางพลี สมุทรปราการ 10540",places,high,,,,,
